chercheur_id,nom_complet,chercheur_source_name,etablissement,laboratoire,equipe,type_membre,n_affectations,scholar_id,scholar_url,affiliation,email_domain,interests,citations_totales,h_index,i10_index,since_year,citations_since,h_index_since,i10_index_since,citations_since_2021,h_index_since_2021,i10_index_since_2021,scholar_profile_status,profile_match_confidence,match_method,collection_status,status_detail,data_source
fsbm_khadija_achtaich,Khadija Achtaich,KHADIJA.ACHTAICH,FSBM,Laboratoire d’Intelligence Artificielle et Systèmes,Systèmes Intelligents et Modélisation Avancée,Membre Permanent(e),1,EhsD_L4AAAAJ,https://scholar.google.com/citations?user=EhsD_L4AAAAJ&hl=en,"Vinh University, Sidi Mohamed Ben Abdellah University, University of Hassan II Casablanca",,Teaching and Learning Programming; IoT and Edge/Fog Computing; Educational Games and Gamification; Online Learning and Analytics; Intelligent Tutoring Systems and Adaptive Learning,99,4,3,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_mohammed_aitdaoud,Mohammed Aitdaoud,MOHAMMED.AITDAOUD,FSBM,Laboratoire d’Intelligence Artificielle et Systèmes,Systèmes Intelligents et Modélisation Avancée,Membre Permanent(e),1,xjxxn0cAAAAJ,https://scholar.google.com/citations?user=xjxxn0cAAAAJ&hl=en,University of Hassan II Casablanca,,Online Learning and Analytics; Technology Adoption and User Behaviour; Online and Blended Learning; Learning Styles and Cognitive Differences; E-Learning and Knowledge Management,78,6,2,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_nawal_sael,Nawal Sael,NAWAL.SAEL,FSBM,Laboratoire d’Intelligence Artificielle et Systèmes,"Innovation en Science des Données, Intelligence Artificielle et Cloud",Membre Permanent(e),1,hfAJHyYAAAAJ,https://scholar.google.com/citations?user=hfAJHyYAAAAJ&hl=en,University of Hassan II Casablanca,,IoT and Edge/Fog Computing; Sentiment Analysis and Opinion Mining; Online Learning and Analytics; Autonomous Vehicle Technology and Safety; Imbalanced Data Classification Techniques,1117,15,29,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_rachida_aitabdelouahid,Rachida Aitabdelouahid,RACHIDA.AITABDELOUAHID,FSBM,Laboratoire d’Intelligence Artificielle et Systèmes,"Sciences des Données, Technologies Intelligentes et Cybersécurité",Membre Permanent(e),1,w3Uyl9kAAAAJ,https://scholar.google.com/citations?user=w3Uyl9kAAAAJ&hl=en,University of Hassan II Casablanca,,Maritime Ports and Logistics; Maritime Navigation and Safety; Maritime Transport Emissions and Efficiency,17,1,1,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_sanaa_elfilali,Sanaa Elfilali,SANAA.ELFILALI,FSBM,Laboratoire d’Intelligence Artificielle et Systèmes,"Sciences des Données, Technologies Intelligentes et Cybersécurité",Membre Permanent(e),1,peesMqoAAAAJ,https://scholar.google.com/citations?user=peesMqoAAAAJ&hl=en,University of Hassan II Casablanca,,Topic Modeling; Natural Language Processing Techniques; IoT and Edge/Fog Computing; Smart Agriculture and AI; Multimodal Machine Learning Applications,193,4,1,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_youssef_sekhara,Youssef Sekhara,YOUSSEF.SEKHARA,FSBM,Laboratoire d’Intelligence Artificielle et Systèmes,Ingénierie Logicielle Intelligente et Analyse Stochastique,Membre Permanent(e),1,ixCm7WYAAAAJ,https://scholar.google.com/citations?user=ixCm7WYAAAAJ&hl=en,,,Semantic Web and Ontologies; Multi-Agent Systems and Negotiation; Structural Health Monitoring Techniques; Business Process Modeling and Analysis; Infrastructure Maintenance and Monitoring,7,2,0,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_abdelhafid_bassou,Abdelhafid Bassou,ABDELHAFID.BASSOU,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation","Equipe Algèbre, Analyse et Géométrie",Membre Permanent(e),1,FPo3tVoAAAAJ,https://scholar.google.com/citations?user=FPo3tVoAAAAJ&hl=en,University of Hassan II Casablanca,,Fixed Point Theorems Analysis; Optimization and Variational Analysis; Control and Dynamics of Mobile Robots; Fractional Differential Equations Solutions; Mathematical and Theoretical Epidemiology and Ecology Models,35,4,1,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_abderrahim_eladraoui,Abderrahim Eladraoui,ABDERRAHIM.ELADRAOUI,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation","Equipe Algèbre, Analyse et Géométrie",Membre Permanent(e),1,QTr_ct4AAAAJ,https://scholar.google.com/citations?user=QTr_ct4AAAAJ&hl=en,University of Hassan II Casablanca,,Fixed Point Theorems Analysis; Optimization and Variational Analysis; Advanced Differential Geometry Research; Nonlinear Differential Equations Analysis; Advanced Differential Equations and Dynamical Systems,26,3,0,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_bouchra_aharmim,Bouchra Aharmim,BOUCHRA.AHARMIM,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation","Equipe Algèbre, Analyse et Géométrie",Membre Permanent(e),1,fEERQmoAAAAJ,https://scholar.google.com/citations?user=fEERQmoAAAAJ&hl=en,University of Hassan II Casablanca,,Advanced Topics in Algebra; Holomorphic and Operator Theory; Algebraic and Geometric Analysis; Algebraic structures and combinatorial models; Matrix Theory and Algorithms,15,2,0,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_elmehdi_lotfi,Elmehdi Lotfi,ELMEHDI.LOTFI,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation",Equipe de Systèmes Dynamiques,Membre Permanent(e),1,co3r6zAAAAAJ,https://scholar.google.com/citations?user=co3r6zAAAAAJ,,,,,,,,,,,,,,pending,,,n/a,,none
fsbm_hassan_laarabi,Hassan Laarabi,HASSAN.LAARABI,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation",Equipe de Systèmes Dynamiques,Membre Permanent(e),1,51svnvMAAAAJ,https://scholar.google.com/citations?user=51svnvMAAAAJ&hl=en,University of Hassan II Casablanca,,Mathematical and Theoretical Epidemiology and Ecology Models; COVID-19 epidemiological studies; Evolution and Genetic Dynamics; Fractional Differential Equations Solutions; Stability and Control of Uncertain Systems,313,8,7,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_imane_agmour,Imane Agmour,Imane.AGMOUR,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation",Equipe de Systèmes Dynamiques,Membre Permanent(e),1,MneM6ocAAAAJ,https://scholar.google.com/citations?user=MneM6ocAAAAJ&hl=en,University of Hassan II Casablanca,,Mathematical and Theoretical Epidemiology and Ecology Models; Marine and fisheries research; Evolution and Genetic Dynamics; Advanced Optimization Algorithms Research; Evolutionary Game Theory and Cooperation,488,17,17,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_khalid_adnaoui,Khalid Adnaoui,KHALID.ADNAOUI,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation",Equipe Statistiques et Modélisation,Membre Permanent(e),1,5ap2WIIAAAAJ,https://scholar.google.com/citations?user=5ap2WIIAAAAJ&hl=en,University of Hassan II Casablanca,,Mathematical and Theoretical Epidemiology and Ecology Models; Fractional Differential Equations Solutions; COVID-19 epidemiological studies; Particle Dynamics in Fluid Flows; Fluid Dynamics and Turbulent Flows,26,3,1,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_malika_izid,Malika Izid,Malika.IZID,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation","Equipe Algèbre, Analyse et Géométrie",Membre Permanent(e),1,AF7HTzkAAAAJ,https://scholar.google.com/citations?user=AF7HTzkAAAAJ&hl=en,University of Hassan II Casablanca,,Advanced Numerical Analysis Techniques; Advanced Differential Geometry Research; Geometric Analysis and Curvature Flows; Computer Graphics and Visualization Techniques; 3D Shape Modeling and Analysis,6,2,0,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_omar_zakary,Omar Zakary,OMAR.ZAKARY,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation",Equipe Statistiques et Modélisation,Membre Permanent(e),1,J8JyWLYAAAAJ,https://scholar.google.com/citations?user=J8JyWLYAAAAJ&hl=en,University of Hassan II Casablanca,,COVID-19 epidemiological studies; Mathematical and Theoretical Epidemiology and Ecology Models; Adaptive Control of Nonlinear Systems; Stability and Control of Uncertain Systems; Opinion Dynamics and Social Influence,381,10,11,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_said_benkaddour,Said Benkaddour,SAID.BENKADDOUR,FSBM,"Laboratoire d'Analyse, Modélisation et Simulation","Equipe Algèbre, Analyse et Géométrie",Membre Permanent(e),1,rjrWg60AAAAJ,https://scholar.google.com/citations?user=rjrWg60AAAAJ&hl=en,University of Hassan II Casablanca,,Nonlinear Differential Equations Analysis; Optimization and Variational Analysis; Advanced Numerical Analysis Techniques; Fixed Point Theorems Analysis; graph theory and CDMA systems,1,1,0,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_abdelilah_akouibaa,Abdelilah Akouibaa,ABDELILAH.AKOUIBAA,FSBM,Laboratoire d’Ingénierie et de Matériaux,Sciences Mécanique et Matériaux,Membre Permanent(e),1,0Q-T8x4AAAAJ,https://scholar.google.com/citations?user=0Q-T8x4AAAAJ&hl=en,"Sidi Mohamed Ben Abdellah University, University of Hassan II Casablanca",,Gold and Silver Nanoparticles Synthesis and Applications; Plasmonic and Surface Plasmon Research; Photoacoustic and Ultrasonic Imaging; Photonic and Optical Devices; Nonlinear Optical Materials Studies,286,13,13,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_laila_mouakkir,Laila Mouakkir,LAILA.MOUAKKIR,FSBM,Laboratoire d’Ingénierie et de Matériaux,Sciences Mécanique et Matériaux,Membre Permanent(e),1,FJVaLHwAAAAJ,https://scholar.google.com/citations?user=FJVaLHwAAAAJ&hl=en,University of Hassan II Casablanca,,Coastal and Marine Dynamics; Ocean Waves and Remote Sensing; Wave and Wind Energy Systems; Tropical and Extratropical Cyclones Research; Aeolian processes and effects,64,5,3,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_mbarka_mourabit,Mbarka Mourabit,MBARKA.MOURABIT,FSBM,Laboratoire d’Ingénierie et de Matériaux,Sciences Mécanique et Matériaux,Membre Permanent(e),1,COxcISUAAAAJ,https://scholar.google.com/citations?user=COxcISUAAAAJ,,,,,,,,,,,,,,pending,,,n/a,,none
fsbm_mina_oumam,Mina Oumam,MINA.OUMAM,FSBM,Laboratoire d’Ingénierie et de Matériaux,Matériaux Innovants,Membre Permanent(e),1,moH1YMsAAAAJ,https://scholar.google.com/citations?user=moH1YMsAAAAJ,,,,,,,,,,,,,,pending,,,n/a,,none
fsbm_rhma_adhiri,Rhma Adhiri,RHMA.ADHIRI,FSBM,Laboratoire d’Ingénierie et de Matériaux,Nanomatériaux et Couches Minces,Membre Permanent(e),1,8OVvchAAAAAJ,https://scholar.google.com/citations?user=8OVvchAAAAAJ&hl=en,University of Hassan II Casablanca,,Ferroelectric and Piezoelectric Materials; Photovoltaic System Optimization Techniques; Solar Radiation and Photovoltaics; Microwave Dielectric Ceramics Synthesis; Electronic and Structural Properties of Oxides,56,4,2,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_said_gmouh,Said Gmouh,SAID.GMOUH,FSBM,Laboratoire d’Ingénierie et de Matériaux,Matériaux Innovants,Membre Permanent(e),1,DesMDlAAAAAJ,https://scholar.google.com/citations?user=DesMDlAAAAAJ&hl=en,University of Hassan II Casablanca,,Ionic liquids properties and applications; Advanced Cellulose Research Studies; Electrospun Nanofibers in Biomedical Applications; Flame retardant materials and properties; Natural Fiber Reinforced Composites,3167,29,66,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_siham_slassi,Siham Slassi,SIHAM.SLASSI,FSBM,Laboratoire d’Ingénierie et de Matériaux,Matériaux Innovants,Membre Permanent(e),1,-1DLu7sAAAAJ,https://scholar.google.com/citations?user=-1DLu7sAAAAJ&hl=en,University of Hassan II Casablanca,,Synthesis and biological activity; Synthesis and Characterization of Heterocyclic Compounds; Metal complexes synthesis and properties; Click Chemistry and Applications; Free Radicals and Antioxidants,603,15,16,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_soumia_mordane,Soumia Mordane,SOUMIA.MORDANE,FSBM,Laboratoire d’Ingénierie et de Matériaux,Sciences Mécanique et Matériaux,Membre Permanent(e),1,hIN0ScAAAAAJ,https://scholar.google.com/citations?user=hIN0ScAAAAAJ&hl=en,University of Hassan II Casablanca,,Coastal and Marine Dynamics; Climate variability and models; Ocean Waves and Remote Sensing; Wave and Wind Energy Systems; Meteorological Phenomena and Simulations,508,9,8,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_abdelmjid_abourriche,Abdelmjid Abourriche,ABDELMJID.ABOURRICHE,FSBM,Laboratoire Biologie et Santé,Biomolécules et Biomatériaux Polymères,Membre Permanent(e),1,iKIUSQIAAAAJ,https://scholar.google.com/citations?user=iKIUSQIAAAAJ&hl=en,University of Hassan II Casablanca,,Marine Sponges and Natural Products; Pesticide Residue Analysis and Safety; Seaweed-derived Bioactive Compounds; Adsorption and biosorption for pollutant removal; Toxic Organic Pollutants Impact,325,7,6,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_amal_elhamsaselyoubi,Amal Elhamsaselyoubi,AMAL.ELHAMSASELYOUBI,FSBM,Laboratoire Biologie et Santé,"Pathologies Métaboliques, Immunitaires et Tumorales",Membre Permanent(e),1,6EGcmiAAAAAJ,https://scholar.google.com/citations?user=6EGcmiAAAAAJ&hl=en,University of Hassan II Casablanca,,Ethnobotanical and Medicinal Plants Studies; Berberine and alkaloids research; Chromatography in Natural Products; Phytochemical Studies and Bioactivities; Drug-Induced Hepatotoxicity and Protection,348,9,9,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_anass_kettani,Anass Kettani,ANASS.KETTANI,FSBM,Laboratoire Biologie et Santé,Modélisation Moléculaire et Contrôle Qualité,Membre Permanent(e),1,aKcwH1kAAAAJ,https://scholar.google.com/citations?user=aKcwH1kAAAAJ&hl=en,University of Hassan II Casablanca,,"Helicobacter pylori-related gastroenterology studies; Computational Drug Discovery Methods; vaccines and immunoinformatics approaches; Diabetes, Cardiovascular Risks, and Lipoproteins; HIV Research and Treatment",531,13,19,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_driss_radallah,Driss Radallah,DRISS.RADALLAH,FSBM,Laboratoire Biologie et Santé,"Pathologies Métaboliques, Immunitaires et Tumorales",Membre Permanent(e),1,ENJeQHAAAAAJ,https://scholar.google.com/citations?user=ENJeQHAAAAAJ&hl=en,University of Hassan II Casablanca,,Global Cancer Incidence and Screening; Colorectal Cancer Screening and Detection; Cancer Risks and Factors; Multiple and Secondary Primary Cancers; Ethnobotanical and Medicinal Plants Studies,176,8,6,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_fouad_damiri,Fouad Damiri,FOUAD.DAMIRI,FSBM,Laboratoire Biologie et Santé,Biomolécules et Biomatériaux Polymères,Membre Permanent(e),1,1nFMkMcAAAAJ,https://scholar.google.com/citations?user=1nFMkMcAAAAJ&hl=en,University of Hassan II Casablanca,,"Hydrogels: synthesis, properties, applications; Advancements in Transdermal Drug Delivery; Electrospun Nanofibers in Biomedical Applications; Wound Healing and Treatments; Advanced Drug Delivery Systems",2066,25,34,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_halima_lebrazi,Halima Lebrazi,HALIMA.LEBRAZI,FSBM,Laboratoire Biologie et Santé,Pathologies Chroniques et Nutrition Humaine,Membre Permanent(e),1,y3H-SrEAAAAJ,https://scholar.google.com/citations?user=y3H-SrEAAAAJ&hl=en,University of Hassan II Casablanca,,"Helicobacter pylori-related gastroenterology studies; Dialysis and Renal Disease Management; Diabetes, Cardiovascular Risks, and Lipoproteins; Amyloidosis: Diagnosis, Treatment, Outcomes; Obesity, Physical Activity, Diet",314,9,8,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_karima_mohtadi,Karima Mohtadi,Karima.MOHTADI,FSBM,Laboratoire Biologie et Santé,Pathologies Chroniques et Nutrition Humaine,Membre Permanent(e),1,ExZwFJoAAAAJ,https://scholar.google.com/citations?user=ExZwFJoAAAAJ&hl=en,University of Hassan II Casablanca,,"Obesity, Physical Activity, Diet; Nutritional Studies and Diet; Diabetes, Cardiovascular Risks, and Lipoproteins; Sodium Intake and Health; Global Public Health Policies and Epidemiology",214,7,6,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_mohammed_berrada,Mohammed Berrada,MOHAMMED.BERRADA,FSBM,Laboratoire Biologie et Santé,Biomolécules et Biomatériaux Polymères,Membre Permanent(e),1,IcuHRngAAAAJ,https://scholar.google.com/citations?user=IcuHRngAAAAJ&hl=en,University of Hassan II Casablanca,,"Nuclear physics research studies; Nuclear Physics and Applications; Hydrogels: synthesis, properties, applications; Advanced Drug Delivery Systems; X-ray Spectroscopy and Fluorescence Analysis",5096,38,67,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_rachid_saile,Rachid Saile,RACHID.SAILE,FSBM,Laboratoire Biologie et Santé,Pathologies Chroniques et Nutrition Humaine,Membre Permanent(e),1,QebcqNkAAAAJ,https://scholar.google.com/citations?user=QebcqNkAAAAJ&hl=en,University of Hassan II Casablanca,,"Diabetes, Cardiovascular Risks, and Lipoproteins; Antifungal resistance and susceptibility; Dialysis and Renal Disease Management; Management and Organizational Studies; Nutrition and Health in Aging",2,1,0,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_soumia_belouafa,Soumia Belouafa,SOUMIA.BELOUAFA,FSBM,Laboratoire Biologie et Santé,Biomolécules et Biomatériaux Polymères,Membre Permanent(e),1,PwCedNQAAAAJ,https://scholar.google.com/citations?user=PwCedNQAAAAJ&hl=en,University of Hassan II Casablanca,,Bone Tissue Engineering Materials; Chemical Synthesis and Characterization; Thermal and Kinetic Analysis; Radioactive element chemistry and processing; Dental Implant Techniques and Outcomes,247,8,4,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_abderrahmane_daif,Abderrahmane Daif,ABDERRAHMANE.DAIF,FSBM,Technologie de l'Information et Modélisation,Big Data et Ingénierie des Systèmes d’Information,Membre Permanent(e),1,fCLesqQAAAAJ,https://scholar.google.com/citations?user=fCLesqQAAAAJ&hl=en,University of Hassan II Casablanca,,Blockchain Technology Applications and Security; Recommender Systems and Techniques; Video Surveillance and Tracking Methods; Digital Marketing and Social Media; Sentiment Analysis and Opinion Mining,87,4,3,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_elhabib_benlahmar,Elhabib Benlahmar,ELHABIB.BENLAHMAR,FSBM,Technologie de l'Information et Modélisation,Modélisation dirigée par la donnée,Membre Permanent(e),1,upOdTrEAAAAJ,https://scholar.google.com/citations?user=upOdTrEAAAAJ&hl=en,University of Hassan II Casablanca,,Topic Modeling; Advanced Text Analysis Techniques; Semantic Web and Ontologies; IoT and Edge/Fog Computing; Natural Language Processing Techniques,1264,14,23,,,,,,,,matched,0.97,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_khalid_kandali,Khalid Kandali,KHALID.KANDALI,FSBM,Technologie de l'Information et Modélisation,Technologies Cognitives et Applications,Membre Permanent(e),1,C_Gt_7IAAAAJ,https://scholar.google.com/citations?user=C_Gt_7IAAAAJ&hl=en,"Université Moulay Ismail de Meknes, University of Hassan II Casablanca",,Vehicular Ad Hoc Networks (VANETs); Mobile Ad Hoc Networks; Opportunistic and Delay-Tolerant Networks; IoT and Edge/Fog Computing; Educational Games and Gamification,256,8,7,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_mohamed_ghazouani,Mohamed Ghazouani,MOHAMED.GHAZOUANI,FSBM,Technologie de l'Information et Modélisation,Modélisation dirigée par la donnée,Membre Permanent(e),1,6fywzcgAAAAJ,https://scholar.google.com/citations?user=6fywzcgAAAAJ&hl=en,"Chouaib Doukkali University, University of Hassan II Casablanca",,Blockchain Technology Applications and Security; IoT and Edge/Fog Computing; Cloud Data Security Solutions; Network Security and Intrusion Detection; Advanced Malware Detection Techniques,162,7,4,,,,,,,,matched,0.97,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_mohssine_bentaib,Mohssine Bentaib,MOHSSINE.BENTAIB,FSBM,Technologie de l'Information et Modélisation,Modélisation dirigée par la donnée,Membre Permanent(e),1,NC6PfXIAAAAJ,https://scholar.google.com/citations?user=NC6PfXIAAAAJ&hl=en,University of Hassan II Casablanca,,Online and Blended Learning; Anomaly Detection Techniques and Applications; Technology-Enhanced Education Studies; Educational Technology and E-Learning; Network Security and Intrusion Detection,45,4,2,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_mounir_sadiq,Mounir Sadiq,MOUNIR.SADIQ,FSBM,Technologie de l'Information et Modélisation,Technologies Cognitives et Applications,Membre Permanent(e),1,u_jsBCoAAAAJ,https://scholar.google.com/citations?user=u_jsBCoAAAAJ&hl=en,University of Hassan II Casablanca,,Online and Blended Learning; Innovative Teaching and Learning Methods; Evaluation of Teaching Practices; Online Learning and Analytics; Big Data and Business Intelligence,77,5,2,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_omar_zahour,Omar Zahour,OMAR.ZAHOUR,FSBM,Technologie de l'Information et Modélisation,Modélisation dirigée par la donnée,Membre Permanent(e),1,wUlKz4UAAAAJ,https://scholar.google.com/citations?user=wUlKz4UAAAAJ&hl=en,University of Hassan II Casablanca,,AI in Service Interactions; Topic Modeling; scientometrics and bibliometrics research; Natural Language Processing Techniques; Meta-analysis and systematic reviews,122,5,4,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
fsbm_said_nouh,Said Nouh,SAID.NOUH,FSBM,Technologie de l'Information et Modélisation,Technologies Cognitives et Applications,Membre Permanent(e),1,2aKw_8kAAAAJ,https://scholar.google.com/citations?user=2aKw_8kAAAAJ&hl=en,"Centre Hospitalier Universitaire Hassan II, University of Hassan II Casablanca",,Coding theory and cryptography; Error Correcting Code Techniques; Advanced Wireless Communication Techniques; graph theory and CDMA systems; Cryptographic Implementations and Security,176,7,6,,,,,,,,matched,1.0,openalex_name_institution,complete,Google Scholar limite l'accès (HTTP 429) : données OpenAlex (profil rattaché à l'Université Hassan II),openalex
