article_id,titre,annee,x,y,cluster,cluster_label,chercheurs,laboratoire
art_00252,"Avocado seed as a natural coagulant for removing dyes and turbidity from wastewater: Behnken Box design, sustainable reuse, and economic evaluation",2024,1.1606948,-1.742915,4,"C4 · properties, synthesis, numerical",Asmaa Benbiyi,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00253,"Bajocian–Bathonian dinoflagellate cyst assemblages from the Middle Atlas, Morocco: Palynostratigraphic and paleoenvironmental implications",2023,-0.5911385,1.8155525,0,"C0 · morocco, atlas, basin",Mostafa Oukassou,"Géosciences, Géomatique et Environnement"
art_00254,"Balanced Scoreboard, the Performance Tool in Higher Education: Establishment of Performance Indicators",2014,-1.6689161,-2.327385,3,"C3 · learning, data, detection",Omar Tanane,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00255,Barriers to Information Technology Adoption Within Small and Medium Enterprises: A Systematic Literature Review,2019,-1.1541001,-2.8332055,3,"C3 · learning, data, detection",Mohamed Talea,Laboratoire de Traitement de l'Information
art_00256,"Behavior of As, Cd, Co, Cr, Cu, Pb, Ni, and Zn at the soil/plant interface around an uncontrolled landfill (Casablanca, Morocco)",2018,-0.41002232,-2.5222175,7,"C7 · phosphate, properties, po4",Wadi Badri,Laboratoire d'Ecologie et d'Environnement
art_00257,"Benthic foraminiferal assemblages across the Tortonian/Messinian transition in the Saïs Basin, northern Morocco",2026,-0.17404172,4.7019386,6,"C6 · morocco, maroc, rabat",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00258,Bert for Question Answering applied on Covid-19,2022,-2.4511566,-3.5950599,2,"C2 · model, control, data",Elhabib Benlahmar,Technologie de l'Information et Modélisation
art_00259,Best Approximation Results in Various Frameworks,2019,-0.035303243,-6.0288315,2,"C2 · model, control, data",Abdelhafid Bassou,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00260,Best Proximity Point for Generalized and S -Geraphty Contractions,2021,-0.04983349,-5.9455085,3,"C3 · learning, data, detection",Abdelhafid Bassou,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00261,Best proximity points for tricyclic contractions,2017,0.023316061,-6.0343695,2,"C2 · model, control, data",Abdelhafid Bassou,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00262,Best proximity points for tricyclic contractions in a (S) convex metric spaces,2018,-1.4345449,0.50996935,7,"C7 · phosphate, properties, po4",Abdelhafid Bassou,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00263,Bidirectional gated recurrent unit for improving classification in credit card fraud detection,2021,-2.4125652,-3.9375906,3,"C3 · learning, data, detection",Faouzia Benabbou; Nawal Sael,Laboratoire d’Intelligence Artificielle et Systèmes
art_00264,Bifurcation and stability of a dynamical system with threshold prey harvesting,2021,0.95355415,-4.377523,2,"C2 · model, control, data",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00265,Bifurcation indicator for geometrically nonlinear elasticity using the Method of Fundamental Solutions,2019,1.7127454,-4.445731,2,"C2 · model, control, data",Bouazza Braikat,Laboratoire de Physique de la Matière Condensée
art_00266,Bifurcation points and bifurcated branches in fluids mechanics by high‐order mesh‐free geometric progression algorithms,2020,1.6175479,-3.8823323,2,"C2 · model, control, data",Bouazza Braikat,Laboratoire de Physique de la Matière Condensée
art_00267,Bioactives properties of extracts from moroccan oil shale,2002,1.7936991,-1.2643517,1,"C1 · properties, water, mg",Abdelmjid Abourriche,Laboratoire Biologie et Santé
art_00268,Biocomposite Based on Collagen/Calcium Salts Extraction from Sardine Scales,2018,1.8450937,-1.1008433,1,"C1 · properties, water, mg",Abdelmjid Abourriche; Soumia Belouafa,Laboratoire Biologie et Santé
art_00269,Bioeconomic-Epidemiological Model of Scomber colias Population in the Moroccan Coasts,2021,0.6871303,-4.5440545,2,"C2 · model, control, data",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00270,Bioeconomic model of zooplankton–phytoplankton in the central area of Morocco,2019,-0.23271012,4.593647,6,"C6 · morocco, maroc, rabat",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00271,Biomass and nutrient content of a semi-arid mountain ecosystem: the Juniperus thurifera L. woodland of Azzaden Valley (Morocco),2002,-0.7208303,3.633069,0,"C0 · morocco, atlas, basin",Wadi Badri,Laboratoire d'Ecologie et d'Environnement
art_00272,Biomaterial from argan shells: Size effect on thermal conductivity,2019,2.805627,-1.67619,1,"C1 · properties, water, mg",Soumia Mordane,Laboratoire d’Ingénierie et de Matériaux
art_00273,Biomedical applications of calcium phosphates ceramics,2017,2.9836097,-0.51866746,7,"C7 · phosphate, properties, po4",Soumia Belouafa,Laboratoire Biologie et Santé
art_00274,Biostratigraphic and Environmental Events Recorded in the Moroccan Atlantic and Mediterranean Basins During the Pliocene,2025,-0.21539351,2.540387,7,"C7 · phosphate, properties, po4",Nadia Barhoun; Rachid Essamoud,"Géosciences, Géomatique et Environnement"
art_00275,"Biostratigraphy, palaeoenvironments and palaeogeography of the Cretaceous–Paleogene succession in the Oudiksou Basin, Central Middle Atlas of Morocco",2025,-0.094021,4.773142,6,"C6 · morocco, maroc, rabat",Mostafa Oukassou,"Géosciences, Géomatique et Environnement"
art_00276,"Biosynthesis, characterization and antimicrobial activity of copper oxide nanoparticles (CONPs) produced using brown alga extract (Bifurcaria bifurcata)",2013,2.1270106,1.6313214,1,"C1 · properties, water, mg",Omar Tanane,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00277,Biphasic Calcium Phosphate Derived from a Sardine By-Product,2017,0.5280638,-0.54991406,1,"C1 · properties, water, mg",Soumia Belouafa,Laboratoire Biologie et Santé
art_00278,Bipolar Complex Neutrosophic Sets and Its Application in Decision Making Problem,2018,-0.5959674,-5.5312276,4,"C4 · properties, synthesis, numerical",Mohamed Talea,Laboratoire de Traitement de l'Information
art_00279,Bipolar Neutrosophic Minimum Spanning Tree,2018,-0.7306335,-5.3278275,2,"C2 · model, control, data",Mohamed Talea,Laboratoire de Traitement de l'Information
art_00280,"Bird-like tracks from the imilchil formation (Middle jurassic, bajocian-bathonian) of the central high atlas, Morocco, in comparison with similar mesozoic tridactylous ichnotaxa",2017,-0.027514044,2.0033288,0,"C0 · morocco, atlas, basin",Mostafa Oukassou,"Géosciences, Géomatique et Environnement"
art_00281,Blockchain-based electronic voting systems: A case study in Morocco,2024,-1.8294626,-2.2422516,3,"C3 · learning, data, detection",Tarik Chafiq,Laboratoire de Traitement de l'Information
art_00282,Blockchain & Multi-Agent System: A New Promising Approach for Cloud Data Integrity Auditing with Deduplication,2019,-2.8240364,-2.7495837,2,"C2 · model, control, data",Mohamed Ghazouani,Technologie de l'Information et Modélisation
art_00283,Blockchain & Multi-Agent System: A New Promising Approach for Cloud Data Integrity Auditing with Deduplication,2022,-2.8794987,-2.7856705,2,"C2 · model, control, data",Mohamed Ghazouani,Technologie de l'Information et Modélisation
art_00284,Breaking process of composite membranes used in desalination phenomenon,2022,1.770179,-2.1304367,1,"C1 · properties, water, mg",Rachida Moultif,Laboratoire de Physique de la Matière Condensée
art_00285,Breast Cancer Prediction and Diagnosis through a New Approach based on Majority Voting Ensemble Classifier,2021,-2.3950982,-4.1836705,2,"C2 · model, control, data",Elhabib Benlahmar,Technologie de l'Information et Modélisation
art_00286,"Breast Cancer With Relevance for Heavy Metals, Mycotoxines, and Pesticides",2019,0.6344572,-0.4494187,1,"C1 · properties, water, mg",Loubna Benidire,Laboratoire d'Ecologie et d'Environnement
art_00287,"Breast Cancer With Relevance for Heavy Metals, Mycotoxines, and Pesticides",2022,0.6107631,-0.53084034,1,"C1 · properties, water, mg",Loubna Benidire,Laboratoire d'Ecologie et d'Environnement
art_00288,"Breathing new life nanomedicines for pulmonary drug delivery: targeting approaches, experimental models, and regulatory aspects",2025,0.7432963,-1.058685,1,"C1 · properties, water, mg",Fouad Damiri,Laboratoire Biologie et Santé
art_00289,Brown Seaweed Bifurcaria bifurcata: Bioguided Fractionation of Extracts by Antibacterial Activity and Cytotoxicity Test,2014,1.9151502,1.2980852,1,"C1 · properties, water, mg",Abdelmjid Abourriche,Laboratoire Biologie et Santé
art_00290,Calcul fonctionnel holomorphe dans les algèbres p-Banach quotients,2004,0.19159211,-5.0615788,2,"C2 · model, control, data",Bouchra Aharmim,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00291,Calculation of the ionization cross section of the proton impact on the RNA uracil base,2025,2.6770284,-2.6794457,2,"C2 · model, control, data",Abdenbi Khouaja,Laboratoire de Physique de la Matière Condensée
art_00292,Cameroonian medicinal plants as potential candidates of SARS-CoV-2 inhibitors,2021,-2.0913377,1.1863581,7,"C7 · phosphate, properties, po4",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_00293,"Camphor, Artemisinin and Sumac Phytochemicals as inhibitors against COVID-19: Computational approach",2021,1.5408515,0.64625,1,"C1 · properties, water, mg",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_00294,Cancer du sein chez la femme jeune de moins de 40 ans (Etude comparative avec la femme âgée) - Expérience du centre Mohammed VI de Casablanca pour le traitement des cancers,2023,-0.41607267,-1.5636208,4,"C4 · properties, synthesis, numerical",Driss Radallah,Laboratoire Biologie et Santé
art_00295,Cancer du sein et ses facteurs de risque (étude cas-témoin),2016,-1.0750781,-0.54738057,2,"C2 · model, control, data",Driss Radallah,Laboratoire Biologie et Santé
art_00296,Caractérisation microbiologique et moléculaire des candidoses vaginales résistantes aux antifongiques azoles,2016,1.8689005,1.2027053,4,"C4 · properties, synthesis, numerical",Rachid Saile,Laboratoire Biologie et Santé
art_00297,Carcinome neuroendocrine à petites cellules de la vessie : à propos de cinq cas,2016,-1.1175377,-0.22480385,7,"C7 · phosphate, properties, po4",Amal Elhamsaselyoubi,Laboratoire Biologie et Santé
art_00298,Caristi-Type Fixed Point Theorem over Száz Principle in Quasi-Metric Space with a Graph,2019,-0.181842,-5.8777227,2,"C2 · model, control, data",Abderrahim Eladraoui,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00299,Caristi’s Fixed Point Theorem and Ekeland’s Variational Principle for Set Valued Mapping using the LZ-functions,2017,0.36172685,-5.2213125,2,"C2 · model, control, data",Omar Zakary,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00300,Carrying capacity influence on the incomes of seiners exploiting marine species in the Atlantic coast of Morocco,2018,1.1624327,-3.3364997,2,"C2 · model, control, data",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00301,"Casablanca Smart City Project: Urbanization, Urban Growth, and Sprawl Challenges Using Remote Sensing and Spatial Analysis",2021,-0.7610144,0.225394,7,"C7 · phosphate, properties, po4",Mohammed Aitdaoud,Laboratoire d’Intelligence Artificielle et Systèmes
art_00302,"Catalyst-free synthesis of imidazo[5,1-b]quinazolines and their antimicrobial activity",2023,2.0691805,1.5149094,4,"C4 · properties, synthesis, numerical",Fouad Damiri,Laboratoire Biologie et Santé
art_00303,CCDC 2142906: Experimental Crystal Structure Determination,2022,4.4989266,-1.7344519,5,"C5 · molecular, corrosion, experimental",Mohamed Moumou,Laboratoire de Chimie Analytique et Moléculaire
art_00304,CCDC 2538121: Experimental Crystal Structure Determination,2026,4.4931173,-1.7357471,5,"C5 · molecular, corrosion, experimental",Mohamed Moumou,Laboratoire de Chimie Analytique et Moléculaire
art_00305,"Cellulose nanocrystals from Miscanthus fibers: insights into rheological, physico-chemical properties and polymer reinforcing ability",2018,2.5302196,-1.3650141,4,"C4 · properties, synthesis, numerical",Said Gmouh,Laboratoire d’Ingénierie et de Matériaux
art_00306,Cellulose triacetate microparticles via electrospraying and their antibacterial applications,2026,2.0840516,1.5122355,4,"C4 · properties, synthesis, numerical",Siham Slassi,Laboratoire d’Ingénierie et de Matériaux
art_00307,Central Composite Design and Optimization by Response Analysis of β-Tricalcium Phosphate Elaboration,2006,2.9331782,-1.4417702,2,"C2 · model, control, data",Soumia Belouafa,Laboratoire Biologie et Santé
art_00308,CFD SIMULATION IN HOLLOW FIBER AND TUBULAR MEMBRANES,2021,2.8629386,-0.5109397,4,"C4 · properties, synthesis, numerical",Rachida Moultif,Laboratoire de Physique de la Matière Condensée
art_00309,Challenges and Benefits of Deploying Big Data Storage Solution,2019,-1.5441841,-3.3416636,3,"C3 · learning, data, detection",Abdessamad Belangour,Laboratoire d’Intelligence Artificielle et Systèmes
art_00310,Characterisation and Valorisation of the Moroccan Diatomite,2022,-0.11973709,1.8660302,0,"C0 · morocco, atlas, basin",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00311,Characterization of antiseptic apatite powders prepared at biomimetics temperature and pH,2008,3.3854911,-1.41837,1,"C1 · properties, water, mg",Soumia Belouafa,Laboratoire Biologie et Santé
art_00312,Characterization of natural degradation of historical Moroccan Jewish parchments by complementary spectroscopic techniques,2018,3.502431,-1.4943962,1,"C1 · properties, water, mg",Samia Yousfi,Laboratoire de Chimie Analytique et Moléculaire
art_00313,Characterization of phosphate-solubilizing rhizobia from Vicia faba in Morocco,2014,0.9701293,-0.32783696,1,"C1 · properties, water, mg",Loubna Benidire,Laboratoire d'Ecologie et d'Environnement
art_00314,Characterization of plant growth promoting rhizobacteria and their benefits on growth and phosphate nutrition of faba bean and wheat,2019,1.0609969,-0.30852145,1,"C1 · properties, water, mg",Loubna Benidire,Laboratoire d'Ecologie et d'Environnement
art_00315,Characterization of Protease Resistance-Associated Mutations in HIV Type 1 Drug-Naive Patients Following the Increasing Prevalence of the CRF02_AG Strain in Morocco,2011,-0.15187311,-0.13255139,4,"C4 · properties, synthesis, numerical",Anass Kettani,Laboratoire Biologie et Santé
art_00316,ChatID,2024,-2.1081505,-1.975919,3,"C3 · learning, data, detection",Mounir Sadiq,Technologie de l'Information et Modélisation
art_00317,Cheating Detection in Online Exams Using Transfer Learning,2025,-2.2284667,-3.7195797,3,"C3 · learning, data, detection",Sanaa Elfilali,Laboratoire d’Intelligence Artificielle et Systèmes
art_00318,"Chemical composition, antioxidant and antibacterial activities of the essential oils of Juniperus phoenicea, Juniperus thurifera and Juniperus oxycedrus",2019,2.1239753,1.6599742,1,"C1 · properties, water, mg",Wadi Badri,Laboratoire d'Ecologie et d'Environnement
art_00319,"Chemical preparation, crystal structure and vibrational study of a new dihydrogenotriphosphate trihydrate of 4-aminobenzoic acid fertilizer type NP",2018,2.9343548,-1.6331682,2,"C2 · model, control, data",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00320,"Chemical preparation, crystal structure and vibrational study of MnNa3P3O10.12H2O and X-ray characterization of the new anhydrous triphosphate MnNa3P3O10",2021,3.3331742,-1.8458247,2,"C2 · model, control, data",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00321,"Chemical preparation, thermal behavior and infrared studies of the new cyclotriphosphate tetrahydrate of manganese and distrontium, MnSr2(P3O9)2.4H2O",2019,2.1365285,-0.9348103,1,"C1 · properties, water, mg",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00322,"CHEMICAL PREPARATIONS, CRYSTAL DATA FOR MONOPHOSPHATES AND CONDENSED PHOSPHATES ASSOCIATED TO BARIUM AND IR STUDIES OF THEIR ANIONS.",2019,-0.7272687,1.2377878,7,"C7 · phosphate, properties, po4",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00323,Chitosan-Clay Based (CS-NaBNT) Biodegradable Nanocomposite Films for Potential Utility in Food and Environment,2018,2.0207598,-1.089759,1,"C1 · properties, water, mg",Abdelmjid Abourriche; Fouad Damiri,Laboratoire Biologie et Santé
art_00324,Chitosan Nanocomposites as Scaffolds for Bone Tissue Regeneration,2023,2.8316538,-0.8827837,4,"C4 · properties, synthesis, numerical",Fouad Damiri,Laboratoire Biologie et Santé
art_00325,Chromen Derivatives: A Detailed Experimental and Theoretical Investigation as Corrosion Inhibitors For Mild Steel in HCL 1M,2024,3.7154193,-2.5825815,5,"C5 · molecular, corrosion, experimental",Said Bakkali,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00326,Citation Intent Classification via Exponential Borda Fusion and SciBERT,2026,-1.915261,-2.8060274,3,"C3 · learning, data, detection",Omar Zahour,Technologie de l'Information et Modélisation
art_00327,Classifying Figurative Styles in Arabic Using Advanced mT5 Pre-trained Models,2025,-2.6953118,-3.5751894,4,"C4 · properties, synthesis, numerical",Sanaa Elfilali,Laboratoire d’Intelligence Artificielle et Systèmes
art_00328,Climate and vegetation changes in the southwestern Mediterranean during the Plio-Pleistocene: Palynological and climatostratigraphic record of the Gulf of Hammamet (NE Tunisia),2026,1.0339223,-2.4435773,2,"C2 · model, control, data",Nadia Barhoun; Rachid Essamoud,"Géosciences, Géomatique et Environnement"
art_00329,"Closing the water loop on a Moroccan campus: application of a pilot-scale activated sludge system under semi-arid conditions (Casablanca, Morocco)",2026,-0.7150996,3.7653751,0,"C0 · morocco, atlas, basin",Abdelmottalib Nahli,Laboratoire d'Ecologie et d'Environnement
art_00330,Cloud Data Integrity Auditing and Deduplication Using an Optimized Method Based on Blockchain and MAS,2024,-2.5370421,-2.8140724,3,"C3 · learning, data, detection",Mohamed Ghazouani,Technologie de l'Information et Modélisation
art_00331,Cluster head selection algorithm in vehicular Ad Hoc networks,2015,-1.2007796,-4.4795604,2,"C2 · model, control, data",Elhabib Benlahmar,Technologie de l'Information et Modélisation
art_00332,Clustering in Vehicular Ad-Hoc Network Using Artificial Neural Network,2016,-1.2060103,-4.610889,3,"C3 · learning, data, detection",Elhabib Benlahmar,Technologie de l'Information et Modélisation
art_00333,"Co-seismic landslide mapping following the 2023 El Haouz earthquake using differential interferometric synthetic aperture radar and optical imagery (High Atlas, Morocco)",2025,-0.84803075,3.5925481,0,"C0 · morocco, atlas, basin",Allal Labriki,"Géosciences, Géomatique et Environnement"
art_00334,Coal occurrence related to sedimentary dynamics: three African examples,1991,-0.7067579,3.1234522,0,"C0 · morocco, atlas, basin",Rachid Essamoud,"Géosciences, Géomatique et Environnement"
art_00335,Collaborative Filtering Approach: A Review of Recent Research,2022,-1.8172636,0.49166358,7,"C7 · phosphate, properties, po4",Elhabib Benlahmar,Technologie de l'Information et Modélisation
art_00336,"Combined computational approaches for developing new anti-Alzheimer drug candidates: 3D-QSAR, molecular docking and molecular dynamics studies of liquiritigenin derivatives",2022,1.5534335,0.76716566,5,"C5 · molecular, corrosion, experimental",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_00337,"Combined docking methods and molecular dynamics to identify effective antiviral 2, 5-diaminobenzophenonederivatives against SARS-CoV-2",2021,1.6420466,0.7319736,5,"C5 · molecular, corrosion, experimental",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_00338,Combined molecular docking and dynamics simulations studies of natural compounds as potent inhibitors against SARS-CoV-2 main protease,2021,-2.0915604,1.1880168,7,"C7 · phosphate, properties, po4",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_00339,Commercial Metaverse and the Customer,2023,-1.4025189,-1.7852523,2,"C2 · model, control, data",Mohamed Ghazouani,Technologie de l'Information et Modélisation
art_00340,Common Bacillus mitigate tomato verticillium wilt and bacterial specks when combined with an essential oil extract,2024,1.8972064,0.6923997,7,"C7 · phosphate, properties, po4",Wadi Badri,Laboratoire d'Ecologie et d'Environnement
art_00341,Common fixed point for some generalized contractive mappings in a modular metric space with a graph,2021,-0.2440174,-5.746635,2,"C2 · model, control, data",Abderrahim Eladraoui,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00342,COMMON FIXED POINTS FOR WEAKLY COMPATIBLE MAPS IN SYMMETRIC SPACES WITH APPLICATION TO PROBABILISTIC SPACES,2005,-1.3297219,0.2728275,7,"C7 · phosphate, properties, po4",Abdelhafid Bassou,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00343,Common Fixed Points of Mappings and Set-Valued Mappings in Symmetric Spaces with Application to Probabilistic Spaces,2007,0.043828424,-5.9090023,2,"C2 · model, control, data",Abdelhafid Bassou,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00344,Comodal Education in a COVID-19 Pandemic Context,2023,-2.6563275,-1.9642017,2,"C2 · model, control, data",Mohamed Ghazouani,Technologie de l'Information et Modélisation
art_00345,Comparative Analysis of Different Excitation Techniques for Cylindrical Dielectric Resonator Antenna,2016,2.0323687,-3.2377508,2,"C2 · model, control, data",Abdellatif Slimani,Laboratoire de Traitement de l'Information
art_00346,"Comparative Analysis of Lineaments Extracted from Landsat ETM+ and ASTER Images, and ASTER GDEM: A Study Based on Visual Interpretations in Tichka Massif (Western High Atlas, Morocco)",2022,-1.0615801,2.935936,0,"C0 · morocco, atlas, basin",Soufiane Maimouni,"Géosciences, Géomatique et Environnement"
art_00347,Comparative electrocoagulation removal of methylene blue with iron and aluminum electrodes,2025,4.0144033,-0.54139715,4,"C4 · properties, synthesis, numerical",Omar Tanane,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00348,Comparative study between automatic hint generation approaches in Intelligent Programming Tutors,2022,-1.3146037,-3.8116157,3,"C3 · learning, data, detection",Mounir Sadiq; Said Nouh,Technologie de l'Information et Modélisation
art_00349,"Comparative study of 1,2,3-triazole derivatives as corrosion inhibitors of mild steel in sulphuric acid solution",2019,3.6150677,-2.659502,5,"C5 · molecular, corrosion, experimental",Aziz Boutouil,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00350,Comparative Study of Aggregates from Various Moroccan Regions Used to Produce Concrete for the Building Sector,2023,1.9653054,-1.7176572,4,"C4 · properties, synthesis, numerical",Mustapha Mouflih,"Géosciences, Géomatique et Environnement"
art_00351,Comparative Study of Boussinesq Wave Module and Potential Swell Theory in Calculating the Port Agitation: Case of Moroccan Atlantic Façade,2024,-0.26526994,3.5588675,0,"C0 · morocco, atlas, basin",Laila Mouakkir,Laboratoire d’Ingénierie et de Matériaux
art_00352,Comparative Study of Breast Cancer in Women Under 40 Compared to Older Women: The Experience of the Mohammed VI Center,2024,0.36402678,0.39138967,4,"C4 · properties, synthesis, numerical",Driss Radallah,Laboratoire Biologie et Santé
art_00353,Comparative Study of IoT Protocols,2018,-1.2972531,-4.2842383,2,"C2 · model, control, data",Nawal Sael,Laboratoire d’Intelligence Artificielle et Systèmes
art_00354,Comparative Study of Memory Architectures for Multiprocessor Systems-on-Chip (MPSoC),2021,-1.4149097,-5.030107,3,"C3 · learning, data, detection",Abdelhakim Alali,Laboratoire de Traitement de l'Information
art_00355,Comparative Study of Radiation Performance Between Two Ultra Wide Band Planar Patch Array Antennas for Weather Radar Applications in C-Band,2016,1.9320712,-2.991026,2,"C2 · model, control, data",Abdellatif Slimani,Laboratoire de Traitement de l'Information
art_00356,Comparative study of the radiation patterns of circular patch antenna by using the model approach of the resonant cavity for microwave band RFID reader,2017,1.1006573,-4.31989,2,"C2 · model, control, data",Abdellatif Slimani,Laboratoire de Traitement de l'Information
art_00357,Comparative study of the radiation performance between uniform and non-uniform excitation of linear patch antenna array for UWB radar applications,2015,1.7298003,-3.1739514,4,"C4 · properties, synthesis, numerical",Abdellatif Slimani,Laboratoire de Traitement de l'Information
art_00358,Comparative study on the properties of Al- and Ni-doped ZnO nanostructured thin films grown by SILAR technique: application to solar photocatalysis,2023,3.5133295,-0.47664368,4,"C4 · properties, synthesis, numerical",Othmane Daoudi,Laboratoire de Physique de la Matière Condensée
art_00359,Comparison between the MFCC and DWT applied to the roadway classification,2016,-2.1748326,-4.3689437,3,"C3 · learning, data, detection",Issam Atouf,Laboratoire de Traitement de l'Information
art_00360,Comparison of Adsorption of Dye Onto Low- Cost Adsorbents,2012,2.057896,-0.6127312,1,"C1 · properties, water, mg",Omar Tanane,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00361,Comparison of MFCC and DWT features extractors applied to PCG classification,2016,-1.9243493,-4.5246606,2,"C2 · model, control, data",Issam Atouf,Laboratoire de Traitement de l'Information
art_00362,Complete characterization of Berrechid clays (Morocco) and manufacturing of new ceramic using minimal amounts of feldspars: Economic implication,2017,1.9526453,-1.5068011,1,"C1 · properties, water, mg",Chaouki Sadik,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00363,Complex fermatean neutrosophic graph and application to decision making,2023,-1.8515742,-2.4748447,3,"C3 · learning, data, detection",Mohamed Talea,Laboratoire de Traitement de l'Information
art_00364,"[Complications, sequellae and outcome of cervical conizations: evaluation of three surgical technics].",2002,-0.13812467,-1.8276309,2,"C2 · model, control, data",Amal Elhamsaselyoubi,Laboratoire Biologie et Santé
art_00365,Composition and Ceramic Characteristics of Cretaceous Clays from Morocco,2014,2.2478895,-1.2896581,1,"C1 · properties, water, mg",Chaouki Sadik,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00366,Composition and Refractory Properties of Mixtures of Moroccan Silica-Alumina Geomaterials and Alumina,2013,1.9234371,-1.1320667,1,"C1 · properties, water, mg",Chaouki Sadik,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00367,Comprehensive evaluation of lignin extracted from Reseda luteola L. waste: corrosion inhibition performance for XC48 carbon steel and ecotoxicological effect,2025,0.6382725,-0.11772639,4,"C4 · properties, synthesis, numerical",Youssef Naimi; Nadia Iounes,Laboratoire de Traitement de l'Information
art_00368,"Comprehensive first-principles and AIMD study of alkali metal LiX3H8 (X = Fe, Cr) hydrides for hydrogen storage applications",2025,4.452587,-0.048575766,4,"C4 · properties, synthesis, numerical",Mohamed Idiri,Laboratoire de Physique de la Matière Condensée
art_00369,Comprehensive Review of Intrusion Detection Techniques: ML and DL in Different Networks,2025,-1.1630101,-2.9727662,3,"C3 · learning, data, detection",Issam Atouf,Laboratoire de Traitement de l'Information
art_00370,"Comprehensive review of the skin use of bakuchiol: physicochemical properties, sources, bioactivities, nanotechnology delivery systems, regulatory and toxicological concerns",2024,-1.56941,0.37456533,7,"C7 · phosphate, properties, po4",Fouad Damiri,Laboratoire Biologie et Santé
art_00371,Comprehensive stable isotope investigation of marine biogenic apatite from the late Cretaceous–early Eocene phosphate series of Morocco,2013,-0.16653593,4.6857076,6,"C6 · morocco, maroc, rabat",Mustapha Mouflih,"Géosciences, Géomatique et Environnement"
art_00372,Comprehensive study of the structural properties and dielectric responses of Ba (2-x) Sr (x) GdFeNb 4 O 15 materials,2024,2.9420352,-1.5918472,1,"C1 · properties, water, mg",Rhma Adhiri,Laboratoire d’Ingénierie et de Matériaux
art_00373,Comprehensive Study of the Structural Properties and Dielectric Responses of Ba(2-X)Sr(X)Gdfenb4o15 Materials,2023,3.4883618,-0.44749898,4,"C4 · properties, synthesis, numerical",Rhma Adhiri,Laboratoire d’Ingénierie et de Matériaux
art_00374,Computation of Nonlinear Free-Surface Flows Using the Method of Fundamental Solutions,2018,1.5937622,-4.343684,4,"C4 · properties, synthesis, numerical",Soumia Mordane,Laboratoire d’Ingénierie et de Matériaux
art_00375,Computation of shortest path problem in a network with SV-trapezoidal neutrosophic numbers,2016,-0.54968476,-5.695765,2,"C2 · model, control, data",Mohamed Talea,Laboratoire de Traitement de l'Information
art_00376,Computation Of Shortest Path Problem In A Network With Sv-Triangular Neutrosophic Numbers,2017,-0.5088418,-5.7515645,2,"C2 · model, control, data",Mohamed Talea,Laboratoire de Traitement de l'Information
art_00377,Computational Analysis of Missense Variants in the Human Transmembrane Protease Serine 2 (TMPRSS2) and SARS‐CoV‐2,2021,-0.19854124,-0.8555312,2,"C2 · model, control, data",Anass Kettani,Laboratoire Biologie et Santé
art_00378,Computational analysis of missense variants of human MC4R and childhood obesity,2023,-0.1646614,-0.83718836,1,"C1 · properties, water, mg",Anass Kettani,Laboratoire Biologie et Santé
art_00379,"Computational analysis of X2MgTiH6 (X =Li, Na, and K) double perovskite hydride materials for hydrogen storage applications",2025,4.4807625,-0.020927766,4,"C4 · properties, synthesis, numerical",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
